,sg_uf,nm_municipio,nr_candidato,qt_votos_primeiro_turno,qt_votos_segundo_turno
26072,MT,PONTAL DO ARAGUAIA,14,8,0
26073,MT,PONTAL DO ARAGUAIA,15,110,0
26074,MT,PONTAL DO ARAGUAIA,16,0,0
26075,MT,PONTAL DO ARAGUAIA,21,2,0
26076,MT,PONTAL DO ARAGUAIA,22,1962,2187
26077,MT,PONTAL DO ARAGUAIA,27,0,0
26078,MT,PONTAL DO ARAGUAIA,30,4,0
26079,MT,PONTAL DO ARAGUAIA,44,33,0
26080,MT,PONTAL DO ARAGUAIA,80,0,0
26081,MT,PONTE BRANCA,12,20,0
26082,MT,PONTE BRANCA,13,843,826
26083,MT,PONTE BRANCA,14,1,0
26084,MT,PONTE BRANCA,15,45,0
26085,MT,PONTE BRANCA,16,0,0
26086,MT,PONTE BRANCA,21,1,0
26087,MT,PONTE BRANCA,22,504,558
26088,MT,PONTE BRANCA,27,0,0
26089,MT,PONTE BRANCA,30,7,0
26090,MT,PONTE BRANCA,44,11,0
26091,MT,PONTE BRANCA,80,0,0
26092,MT,PONTES E LACERDA,12,355,0
26093,MT,PONTES E LACERDA,13,5367,5698
26094,MT,PONTES E LACERDA,14,57,0
26095,MT,PONTES E LACERDA,15,642,0
26096,MT,PONTES E LACERDA,16,2,0
26097,MT,PONTES E LACERDA,21,1,0
26098,MT,PONTES E LACERDA,22,16094,17559
26099,MT,PONTES E LACERDA,27,3,0
26100,MT,PONTES E LACERDA,30,61,0
26101,MT,PONTES E LACERDA,44,158,0
26102,MT,PONTES E LACERDA,80,2,0
26103,MT,PORTO ALEGRE DO NORTE,12,71,0
26104,MT,PORTO ALEGRE DO NORTE,13,2195,2176
26105,MT,PORTO ALEGRE DO NORTE,14,3,0
26106,MT,PORTO ALEGRE DO NORTE,15,82,0
26107,MT,PORTO ALEGRE DO NORTE,16,1,0
26108,MT,PORTO ALEGRE DO NORTE,21,1,0
26109,MT,PORTO ALEGRE DO NORTE,22,3165,3418
26110,MT,PORTO ALEGRE DO NORTE,27,0,0
26111,MT,PORTO ALEGRE DO NORTE,30,3,0
26112,MT,PORTO ALEGRE DO NORTE,44,53,0
26113,MT,PORTO ALEGRE DO NORTE,80,1,0
26114,MT,PORTO DOS GAÚCHOS,12,30,0
26115,MT,PORTO DOS GAÚCHOS,13,771,774
26116,MT,PORTO DOS GAÚCHOS,14,7,0
26117,MT,PORTO DOS GAÚCHOS,15,57,0
26118,MT,PORTO DOS GAÚCHOS,16,0,0
26119,MT,PORTO DOS GAÚCHOS,21,0,0
26120,MT,PORTO DOS GAÚCHOS,22,2049,2263
26121,MT,PORTO DOS GAÚCHOS,27,1,0
26122,MT,PORTO DOS GAÚCHOS,30,3,0
26123,MT,PORTO DOS GAÚCHOS,44,25,0
26124,MT,PORTO DOS GAÚCHOS,80,0,0
26125,MT,PORTO ESPERIDIÃO,12,44,0
26126,MT,PORTO ESPERIDIÃO,13,2474,2389
26127,MT,PORTO ESPERIDIÃO,14,11,0
26128,MT,PORTO ESPERIDIÃO,15,98,0
26129,MT,PORTO ESPERIDIÃO,16,0,0
26130,MT,PORTO ESPERIDIÃO,21,3,0
26131,MT,PORTO ESPERIDIÃO,22,2779,2975
26132,MT,PORTO ESPERIDIÃO,27,1,0
26133,MT,PORTO ESPERIDIÃO,30,3,0
26134,MT,PORTO ESPERIDIÃO,44,35,0
26135,MT,PORTO ESPERIDIÃO,80,0,0
26136,MT,PORTO ESTRELA,12,24,0
26137,MT,PORTO ESTRELA,13,1467,1475
26138,MT,PORTO ESTRELA,14,3,0
26139,MT,PORTO ESTRELA,15,69,0
26140,MT,PORTO ESTRELA,16,0,0
26141,MT,PORTO ESTRELA,21,0,0
26142,MT,PORTO ESTRELA,22,770,817
26143,MT,PORTO ESTRELA,27,0,0
26144,MT,PORTO ESTRELA,30,0,0
26145,MT,PORTO ESTRELA,44,18,0
26146,MT,PORTO ESTRELA,80,0,0
26147,MT,POXORÉU,12,186,0
26148,MT,POXORÉU,13,4579,4704
26149,MT,POXORÉU,14,19,0
26150,MT,POXORÉU,15,344,0
26151,MT,POXORÉU,16,1,0
26152,MT,POXORÉU,21,2,0
26153,MT,POXORÉU,22,4467,5066
26154,MT,POXORÉU,27,2,0
26155,MT,POXORÉU,30,9,0
26156,MT,POXORÉU,44,80,0
26157,MT,POXORÉU,80,4,0
26158,MT,PRIMAVERA DO LESTE,12,534,0
26159,MT,PRIMAVERA DO LESTE,13,9203,9483
26160,MT,PRIMAVERA DO LESTE,14,66,0
26161,MT,PRIMAVERA DO LESTE,15,845,0
26162,MT,PRIMAVERA DO LESTE,16,4,0
26163,MT,PRIMAVERA DO LESTE,21,6,0
26164,MT,PRIMAVERA DO LESTE,22,27127,29462
26165,MT,PRIMAVERA DO LESTE,27,3,0
26166,MT,PRIMAVERA DO LESTE,30,75,0
26167,MT,PRIMAVERA DO LESTE,44,165,0
26168,MT,PRIMAVERA DO LESTE,80,9,0
26169,MT,QUERÊNCIA,12,98,0
26170,MT,QUERÊNCIA,13,2786,2623
26171,MT,QUERÊNCIA,14,9,0
26172,MT,QUERÊNCIA,15,144,0
26173,MT,QUERÊNCIA,16,1,0
26174,MT,QUERÊNCIA,21,0,0
26175,MT,QUERÊNCIA,22,7473,7944
26176,MT,QUERÊNCIA,27,2,0
26177,MT,QUERÊNCIA,30,11,0
26178,MT,QUERÊNCIA,44,57,0
26179,MT,QUERÊNCIA,80,0,0
26180,MT,RESERVA DO CABAÇAL,12,32,0
26181,MT,RESERVA DO CABAÇAL,13,554,567
26182,MT,RESERVA DO CABAÇAL,14,3,0
26183,MT,RESERVA DO CABAÇAL,15,59,0
26184,MT,RESERVA DO CABAÇAL,16,0,0
26185,MT,RESERVA DO CABAÇAL,21,0,0
26186,MT,RESERVA DO CABAÇAL,22,689,765
26187,MT,RESERVA DO CABAÇAL,27,0,0
26188,MT,RESERVA DO CABAÇAL,30,2,0
26189,MT,RESERVA DO CABAÇAL,44,8,0
26190,MT,RESERVA DO CABAÇAL,80,0,0
26191,MT,RIBEIRÃO CASCALHEIRA,12,69,0
26192,MT,RIBEIRÃO CASCALHEIRA,13,1658,1667
26193,MT,RIBEIRÃO CASCALHEIRA,14,9,0
26194,MT,RIBEIRÃO CASCALHEIRA,15,122,0
26195,MT,RIBEIRÃO CASCALHEIRA,16,0,0
26196,MT,RIBEIRÃO CASCALHEIRA,21,1,0
26197,MT,RIBEIRÃO CASCALHEIRA,22,3157,3373
26198,MT,RIBEIRÃO CASCALHEIRA,27,0,0
26199,MT,RIBEIRÃO CASCALHEIRA,30,3,0
26200,MT,RIBEIRÃO CASCALHEIRA,44,26,0
26201,MT,RIBEIRÃO CASCALHEIRA,80,1,0
26202,MT,RIBEIRÃOZINHO,12,23,0
26203,MT,RIBEIRÃOZINHO,13,770,775
26204,MT,RIBEIRÃOZINHO,14,2,0
26205,MT,RIBEIRÃOZINHO,15,66,0
26206,MT,RIBEIRÃOZINHO,16,1,0
26207,MT,RIBEIRÃOZINHO,21,0,0
26208,MT,RIBEIRÃOZINHO,22,771,847
26209,MT,RIBEIRÃOZINHO,27,1,0
26210,MT,RIBEIRÃOZINHO,30,5,0
26211,MT,RIBEIRÃOZINHO,44,11,0
26212,MT,RIBEIRÃOZINHO,80,0,0
26213,MT,RIO BRANCO,12,30,0
26214,MT,RIO BRANCO,13,1211,1248
26215,MT,RIO BRANCO,14,6,0
26216,MT,RIO BRANCO,15,117,0
26217,MT,RIO BRANCO,16,0,0
26218,MT,RIO BRANCO,21,0,0
26219,MT,RIO BRANCO,22,1523,1670
26220,MT,RIO BRANCO,27,0,0
26221,MT,RIO BRANCO,30,2,0
26222,MT,RIO BRANCO,44,34,0
26223,MT,RIO BRANCO,80,0,0
26224,MT,RONDOLÂNDIA,12,25,0
26225,MT,RONDOLÂNDIA,13,804,819
26226,MT,RONDOLÂNDIA,14,2,0
26227,MT,RONDOLÂNDIA,15,60,0
26228,MT,RONDOLÂNDIA,16,0,0
26229,MT,RONDOLÂNDIA,21,0,0
26230,MT,RONDOLÂNDIA,22,968,1029
26231,MT,RONDOLÂNDIA,27,0,0
26232,MT,RONDOLÂNDIA,30,1,0
26233,MT,RONDOLÂNDIA,44,22,0
26234,MT,RONDOLÂNDIA,80,0,0
26235,MT,RONDONÓPOLIS,12,2159,0
26236,MT,RONDONÓPOLIS,13,43158,44812
26237,MT,RONDONÓPOLIS,14,160,0
26238,MT,RONDONÓPOLIS,15,3883,0
26239,MT,RONDONÓPOLIS,16,12,0
26240,MT,RONDONÓPOLIS,21,21,0
26241,MT,RONDONÓPOLIS,22,74582,82752
26242,MT,RONDONÓPOLIS,27,9,0
26243,MT,RONDONÓPOLIS,30,343,0
26244,MT,RONDONÓPOLIS,44,855,0
26245,MT,RONDONÓPOLIS,80,32,0
26246,MT,ROSÁRIO OESTE,12,108,0
26247,MT,ROSÁRIO OESTE,13,4949,4791
26248,MT,ROSÁRIO OESTE,14,15,0
26249,MT,ROSÁRIO OESTE,15,299,0
26250,MT,ROSÁRIO OESTE,16,1,0
26251,MT,ROSÁRIO OESTE,21,0,0
26252,MT,ROSÁRIO OESTE,22,4075,4467
26253,MT,ROSÁRIO OESTE,27,0,0
26254,MT,ROSÁRIO OESTE,30,9,0
26255,MT,ROSÁRIO OESTE,44,92,0
26256,MT,ROSÁRIO OESTE,80,2,0
26257,MT,SALTO DO CÉU,12,28,0
26258,MT,SALTO DO CÉU,13,737,768
26259,MT,SALTO DO CÉU,14,1,0
26260,MT,SALTO DO CÉU,15,66,0
26261,MT,SALTO DO CÉU,16,0,0
26262,MT,SALTO DO CÉU,21,0,0
26263,MT,SALTO DO CÉU,22,1369,1476
26264,MT,SALTO DO CÉU,27,1,0
26265,MT,SALTO DO CÉU,30,7,0
26266,MT,SALTO DO CÉU,44,14,0
26267,MT,SALTO DO CÉU,80,0,0
26268,MT,SANTA CARMEM,12,26,0
26269,MT,SANTA CARMEM,13,634,658
26270,MT,SANTA CARMEM,14,5,0
26271,MT,SANTA CARMEM,15,68,0
26272,MT,SANTA CARMEM,16,1,0
26273,MT,SANTA CARMEM,21,0,0
26274,MT,SANTA CARMEM,22,2063,2251
26275,MT,SANTA CARMEM,27,1,0
26276,MT,SANTA CARMEM,30,1,0
26277,MT,SANTA CARMEM,44,13,0
26278,MT,SANTA CARMEM,80,1,0
26279,MT,SANTA CRUZ DO XINGU,12,17,0
26280,MT,SANTA CRUZ DO XINGU,13,419,404
26281,MT,SANTA CRUZ DO XINGU,14,2,0
26282,MT,SANTA CRUZ DO XINGU,15,21,0
26283,MT,SANTA CRUZ DO XINGU,16,0,0
26284,MT,SANTA CRUZ DO XINGU,21,0,0
26285,MT,SANTA CRUZ DO XINGU,22,821,891
26286,MT,SANTA CRUZ DO XINGU,27,0,0
26287,MT,SANTA CRUZ DO XINGU,30,2,0
26288,MT,SANTA CRUZ DO XINGU,44,9,0
26289,MT,SANTA CRUZ DO XINGU,80,0,0
26290,MT,SANTA RITA DO TRIVELATO,12,28,0
26291,MT,SANTA RITA DO TRIVELATO,13,522,511
26292,MT,SANTA RITA DO TRIVELATO,14,1,0
26293,MT,SANTA RITA DO TRIVELATO,15,47,0
26294,MT,SANTA RITA DO TRIVELATO,16,1,0
26295,MT,SANTA RITA DO TRIVELATO,21,0,0
26296,MT,SANTA RITA DO TRIVELATO,22,1032,1104
26297,MT,SANTA RITA DO TRIVELATO,27,1,0
26298,MT,SANTA RITA DO TRIVELATO,30,1,0
26299,MT,SANTA RITA DO TRIVELATO,44,8,0
26300,MT,SANTA RITA DO TRIVELATO,80,0,0
26301,MT,SANTA TEREZINHA,12,73,0
26302,MT,SANTA TEREZINHA,13,1854,1842
26303,MT,SANTA TEREZINHA,14,5,0
26304,MT,SANTA TEREZINHA,15,80,0
26305,MT,SANTA TEREZINHA,16,0,0
26306,MT,SANTA TEREZINHA,21,1,0
26307,MT,SANTA TEREZINHA,22,1359,1480
26308,MT,SANTA TEREZINHA,27,0,0
26309,MT,SANTA TEREZINHA,30,2,0
26310,MT,SANTA TEREZINHA,44,34,0
26311,MT,SANTA TEREZINHA,80,0,0
26312,MT,SANTO AFONSO,12,35,0
26313,MT,SANTO AFONSO,13,717,689
26314,MT,SANTO AFONSO,14,3,0
26315,MT,SANTO AFONSO,15,48,0
26316,MT,SANTO AFONSO,16,1,0
26317,MT,SANTO AFONSO,21,1,0
26318,MT,SANTO AFONSO,22,901,990
26319,MT,SANTO AFONSO,27,0,0
26320,MT,SANTO AFONSO,30,1,0
26321,MT,SANTO AFONSO,44,14,0
26322,MT,SANTO AFONSO,80,0,0
26323,MT,SANTO ANTÔNIO DO LESTE,12,14,0
26324,MT,SANTO ANTÔNIO DO LESTE,13,642,654
26325,MT,SANTO ANTÔNIO DO LESTE,14,2,0
26326,MT,SANTO ANTÔNIO DO LESTE,15,57,0
26327,MT,SANTO ANTÔNIO DO LESTE,16,1,0
26328,MT,SANTO ANTÔNIO DO LESTE,21,2,0
26329,MT,SANTO ANTÔNIO DO LESTE,22,1042,1128
26330,MT,SANTO ANTÔNIO DO LESTE,27,0,0
26331,MT,SANTO ANTÔNIO DO LESTE,30,3,0
26332,MT,SANTO ANTÔNIO DO LESTE,44,11,0
26333,MT,SANTO ANTÔNIO DO LESTE,80,0,0
26334,MT,SANTO ANTÔNIO DO LEVERGER,12,111,0
26335,MT,SANTO ANTÔNIO DO LEVERGER,13,6753,6651
26336,MT,SANTO ANTÔNIO DO LEVERGER,14,7,0
26337,MT,SANTO ANTÔNIO DO LEVERGER,15,513,0
26338,MT,SANTO ANTÔNIO DO LEVERGER,16,1,0
26339,MT,SANTO ANTÔNIO DO LEVERGER,21,3,0
26340,MT,SANTO ANTÔNIO DO LEVERGER,22,5343,5830
26341,MT,SANTO ANTÔNIO DO LEVERGER,27,1,0
26342,MT,SANTO ANTÔNIO DO LEVERGER,30,15,0
26343,MT,SANTO ANTÔNIO DO LEVERGER,44,124,0
26344,MT,SANTO ANTÔNIO DO LEVERGER,80,1,0
26345,MT,SAPEZAL,12,176,0
26346,MT,SAPEZAL,13,3971,4062
26347,MT,SAPEZAL,14,15,0
26348,MT,SAPEZAL,15,177,0
26349,MT,SAPEZAL,16,0,0
26350,MT,SAPEZAL,21,3,0
26351,MT,SAPEZAL,22,8572,9354
26352,MT,SAPEZAL,27,0,0
26353,MT,SAPEZAL,30,26,0
26354,MT,SAPEZAL,44,59,0
26355,MT,SAPEZAL,80,2,0
26356,MT,SERRA NOVA DOURADA,12,17,0
26357,MT,SERRA NOVA DOURADA,13,374,360
26358,MT,SERRA NOVA DOURADA,14,0,0
26359,MT,SERRA NOVA DOURADA,15,20,0
26360,MT,SERRA NOVA DOURADA,16,0,0
26361,MT,SERRA NOVA DOURADA,21,0,0
26362,MT,SERRA NOVA DOURADA,22,724,747
26363,MT,SERRA NOVA DOURADA,27,0,0
26364,MT,SERRA NOVA DOURADA,30,1,0
26365,MT,SERRA NOVA DOURADA,44,4,0
26366,MT,SERRA NOVA DOURADA,80,0,0
26367,MT,SINOP,12,1337,0
26368,MT,SINOP,13,18557,19540
26369,MT,SINOP,14,93,0
26370,MT,SINOP,15,1781,0
26371,MT,SINOP,16,19,0
26372,MT,SINOP,21,14,0
26373,MT,SINOP,22,58474,65216
26374,MT,SINOP,27,19,0
26375,MT,SINOP,30,308,0
26376,MT,SINOP,44,410,0
26377,MT,SINOP,80,19,0
26378,MT,SORRISO,12,569,0
26379,MT,SORRISO,13,13457,13584
26380,MT,SORRISO,14,44,0
26381,MT,SORRISO,15,881,0
26382,MT,SORRISO,16,6,0
26383,MT,SORRISO,21,6,0
26384,MT,SORRISO,22,35904,39360
26385,MT,SORRISO,27,3,0
26386,MT,SORRISO,30,85,0
26387,MT,SORRISO,44,212,0
26388,MT,SORRISO,80,7,0
26389,MT,SÃO FÉLIX DO ARAGUAIA,12,84,0
26390,MT,SÃO FÉLIX DO ARAGUAIA,13,1910,1981
26391,MT,SÃO FÉLIX DO ARAGUAIA,14,3,0
26392,MT,SÃO FÉLIX DO ARAGUAIA,15,118,0
26393,MT,SÃO FÉLIX DO ARAGUAIA,16,0,0
26394,MT,SÃO FÉLIX DO ARAGUAIA,21,0,0
26395,MT,SÃO FÉLIX DO ARAGUAIA,22,2902,3097
26396,MT,SÃO FÉLIX DO ARAGUAIA,27,0,0
26397,MT,SÃO FÉLIX DO ARAGUAIA,30,3,0
26398,MT,SÃO FÉLIX DO ARAGUAIA,44,48,0
26399,MT,SÃO FÉLIX DO ARAGUAIA,80,0,0
26400,MT,SÃO JOSÉ DO POVO,12,34,0
26401,MT,SÃO JOSÉ DO POVO,13,883,916
26402,MT,SÃO JOSÉ DO POVO,14,4,0
26403,MT,SÃO JOSÉ DO POVO,15,79,0
26404,MT,SÃO JOSÉ DO POVO,16,0,0
26405,MT,SÃO JOSÉ DO POVO,21,0,0
26406,MT,SÃO JOSÉ DO POVO,22,1020,1132
26407,MT,SÃO JOSÉ DO POVO,27,0,0
26408,MT,SÃO JOSÉ DO POVO,30,2,0
26409,MT,SÃO JOSÉ DO POVO,44,21,0
26410,MT,SÃO JOSÉ DO POVO,80,0,0
26411,MT,SÃO JOSÉ DO RIO CLARO,12,80,0
26412,MT,SÃO JOSÉ DO RIO CLARO,13,1937,1974
26413,MT,SÃO JOSÉ DO RIO CLARO,14,20,0
26414,MT,SÃO JOSÉ DO RIO CLARO,15,176,0
26415,MT,SÃO JOSÉ DO RIO CLARO,16,0,0
26416,MT,SÃO JOSÉ DO RIO CLARO,21,1,0
26417,MT,SÃO JOSÉ DO RIO CLARO,22,6014,6530
26418,MT,SÃO JOSÉ DO RIO CLARO,27,0,0
26419,MT,SÃO JOSÉ DO RIO CLARO,30,11,0
26420,MT,SÃO JOSÉ DO RIO CLARO,44,69,0
26421,MT,SÃO JOSÉ DO RIO CLARO,80,1,0
26422,MT,SÃO JOSÉ DO XINGU,12,27,0
26423,MT,SÃO JOSÉ DO XINGU,13,1224,1210
26424,MT,SÃO JOSÉ DO XINGU,14,1,0
26425,MT,SÃO JOSÉ DO XINGU,15,54,0
26426,MT,SÃO JOSÉ DO XINGU,16,0,0
26427,MT,SÃO JOSÉ DO XINGU,21,1,0
26428,MT,SÃO JOSÉ DO XINGU,22,1536,1653
26429,MT,SÃO JOSÉ DO XINGU,27,0,0
26430,MT,SÃO JOSÉ DO XINGU,30,1,0
26431,MT,SÃO JOSÉ DO XINGU,44,16,0
26432,MT,SÃO JOSÉ DO XINGU,80,0,0
26433,MT,SÃO JOSÉ DOS QUATRO MARCOS,12,132,0
26434,MT,SÃO JOSÉ DOS QUATRO MARCOS,13,3026,3199
26435,MT,SÃO JOSÉ DOS QUATRO MARCOS,14,18,0
26436,MT,SÃO JOSÉ DOS QUATRO MARCOS,15,268,0
26437,MT,SÃO JOSÉ DOS QUATRO MARCOS,16,0,0
26438,MT,SÃO JOSÉ DOS QUATRO MARCOS,21,3,0
26439,MT,SÃO JOSÉ DOS QUATRO MARCOS,22,6343,7048
26440,MT,SÃO JOSÉ DOS QUATRO MARCOS,27,0,0
26441,MT,SÃO JOSÉ DOS QUATRO MARCOS,30,11,0
26442,MT,SÃO JOSÉ DOS QUATRO MARCOS,44,69,0
26443,MT,SÃO JOSÉ DOS QUATRO MARCOS,80,1,0
26444,MT,SÃO PEDRO DA CIPA,12,41,0
26445,MT,SÃO PEDRO DA CIPA,13,1230,1248
26446,MT,SÃO PEDRO DA CIPA,14,3,0
26447,MT,SÃO PEDRO DA CIPA,15,72,0
26448,MT,SÃO PEDRO DA CIPA,16,0,0
26449,MT,SÃO PEDRO DA CIPA,21,0,0
26450,MT,SÃO PEDRO DA CIPA,22,1318,1426
26451,MT,SÃO PEDRO DA CIPA,27,0,0
26452,MT,SÃO PEDRO DA CIPA,30,1,0
26453,MT,SÃO PEDRO DA CIPA,44,15,0
26454,MT,SÃO PEDRO DA CIPA,80,0,0
26455,MT,TABAPORÃ,12,80,0
26456,MT,TABAPORÃ,13,1155,1167
26457,MT,TABAPORÃ,14,10,0
26458,MT,TABAPORÃ,15,89,0
26459,MT,TABAPORÃ,16,0,0
26460,MT,TABAPORÃ,21,0,0
26461,MT,TABAPORÃ,22,3574,3881
26462,MT,TABAPORÃ,27,1,0
26463,MT,TABAPORÃ,30,8,0
26464,MT,TABAPORÃ,44,46,0
26465,MT,TABAPORÃ,80,1,0
26466,MT,TANGARÁ DA SERRA,12,982,0
26467,MT,TANGARÁ DA SERRA,13,13286,14147
26468,MT,TANGARÁ DA SERRA,14,64,0
26469,MT,TANGARÁ DA SERRA,15,1711,0
26470,MT,TANGARÁ DA SERRA,16,4,0
26471,MT,TANGARÁ DA SERRA,21,9,0
26472,MT,TANGARÁ DA SERRA,22,34774,38964
26473,MT,TANGARÁ DA SERRA,27,3,0
26474,MT,TANGARÁ DA SERRA,30,151,0
26475,MT,TANGARÁ DA SERRA,44,376,0
26476,MT,TANGARÁ DA SERRA,80,11,0
26477,MT,TAPURAH,12,71,0
26478,MT,TAPURAH,13,1536,1539
26479,MT,TAPURAH,14,14,0
26480,MT,TAPURAH,15,87,0
26481,MT,TAPURAH,16,1,0
26482,MT,TAPURAH,21,2,0
26483,MT,TAPURAH,22,4751,5188
26484,MT,TAPURAH,27,0,0
26485,MT,TAPURAH,30,4,0
26486,MT,TAPURAH,44,37,0
26487,MT,TAPURAH,80,1,0
26488,MT,TERRA NOVA DO NORTE,12,113,0
26489,MT,TERRA NOVA DO NORTE,13,2101,2158
26490,MT,TERRA NOVA DO NORTE,14,5,0
26491,MT,TERRA NOVA DO NORTE,15,154,0
26492,MT,TERRA NOVA DO NORTE,16,1,0
26493,MT,TERRA NOVA DO NORTE,21,0,0
26494,MT,TERRA NOVA DO NORTE,22,3765,4199
26495,MT,TERRA NOVA DO NORTE,27,0,0
26496,MT,TERRA NOVA DO NORTE,30,9,0
26497,MT,TERRA NOVA DO NORTE,44,30,0
26498,MT,TERRA NOVA DO NORTE,80,0,0
26499,MT,TESOURO,12,27,0
26500,MT,TESOURO,13,1075,1002
26501,MT,TESOURO,14,3,0
26502,MT,TESOURO,15,123,0
26503,MT,TESOURO,16,0,0
26504,MT,TESOURO,21,0,0
26505,MT,TESOURO,22,849,931
26506,MT,TESOURO,27,0,0
26507,MT,TESOURO,30,3,0
26508,MT,TESOURO,44,31,0
26509,MT,TESOURO,80,0,0
26510,MT,TORIXORÉU,12,32,0
26511,MT,TORIXORÉU,13,1200,1231
26512,MT,TORIXORÉU,14,2,0
26513,MT,TORIXORÉU,15,96,0
26514,MT,TORIXORÉU,16,0,0
26515,MT,TORIXORÉU,21,0,0
26516,MT,TORIXORÉU,22,1278,1383
26517,MT,TORIXORÉU,27,0,0
26518,MT,TORIXORÉU,30,3,0
26519,MT,TORIXORÉU,44,28,0
26520,MT,TORIXORÉU,80,0,0
26521,MT,UNIÃO DO SUL,12,21,0
26522,MT,UNIÃO DO SUL,13,741,695
26523,MT,UNIÃO DO SUL,14,3,0
26524,MT,UNIÃO DO SUL,15,42,0
26525,MT,UNIÃO DO SUL,16,0,0
26526,MT,UNIÃO DO SUL,21,0,0
26527,MT,UNIÃO DO SUL,22,1416,1567
26528,MT,UNIÃO DO SUL,27,0,0
26529,MT,UNIÃO DO SUL,30,3,0
26530,MT,UNIÃO DO SUL,44,10,0
26531,MT,UNIÃO DO SUL,80,0,0
26532,MT,VALE DE SÃO DOMINGOS,12,13,0
26533,MT,VALE DE SÃO DOMINGOS,13,468,472
26534,MT,VALE DE SÃO DOMINGOS,14,3,0
26535,MT,VALE DE SÃO DOMINGOS,15,29,0
26536,MT,VALE DE SÃO DOMINGOS,16,0,0
26537,MT,VALE DE SÃO DOMINGOS,21,0,0
26538,MT,VALE DE SÃO DOMINGOS,22,1365,1438
26539,MT,VALE DE SÃO DOMINGOS,27,0,0
26540,MT,VALE DE SÃO DOMINGOS,30,4,0
26541,MT,VALE DE SÃO DOMINGOS,44,15,0
26542,MT,VALE DE SÃO DOMINGOS,80,0,0
26543,MT,VERA,12,77,0
26544,MT,VERA,13,1454,1495
26545,MT,VERA,14,7,0
26546,MT,VERA,15,93,0
26547,MT,VERA,16,2,0
26548,MT,VERA,21,1,0
26549,MT,VERA,22,3461,3847
26550,MT,VERA,27,2,0
26551,MT,VERA,30,5,0
26552,MT,VERA,44,44,0
26553,MT,VERA,80,1,0
26554,MT,VILA BELA DA SANTÍSSIMA TRINDADE,12,113,0
26555,MT,VILA BELA DA SANTÍSSIMA TRINDADE,13,3252,3140
26556,MT,VILA BELA DA SANTÍSSIMA TRINDADE,14,7,0
26557,MT,VILA BELA DA SANTÍSSIMA TRINDADE,15,251,0
26558,MT,VILA BELA DA SANTÍSSIMA TRINDADE,16,1,0
26559,MT,VILA BELA DA SANTÍSSIMA TRINDADE,21,1,0
26560,MT,VILA BELA DA SANTÍSSIMA TRINDADE,22,3863,4157
26561,MT,VILA BELA DA SANTÍSSIMA TRINDADE,27,0,0
26562,MT,VILA BELA DA SANTÍSSIMA TRINDADE,30,7,0
26563,MT,VILA BELA DA SANTÍSSIMA TRINDADE,44,54,0
26564,MT,VILA BELA DA SANTÍSSIMA TRINDADE,80,1,0
26565,MT,VILA RICA,12,120,0
26566,MT,VILA RICA,13,2975,2984
26567,MT,VILA RICA,14,9,0
26568,MT,VILA RICA,15,206,0
26569,MT,VILA RICA,16,1,0
26570,MT,VILA RICA,21,1,0
26571,MT,VILA RICA,22,6247,6914
26572,MT,VILA RICA,27,0,0
26573,MT,VILA RICA,30,9,0
26574,MT,VILA RICA,44,53,0
26575,MT,VILA RICA,80,2,0
26576,MT,VÁRZEA GRANDE,12,2383,0
26577,MT,VÁRZEA GRANDE,13,57411,59268
26578,MT,VÁRZEA GRANDE,14,182,0
26579,MT,VÁRZEA GRANDE,15,5572,0
26580,MT,VÁRZEA GRANDE,16,24,0
26581,MT,VÁRZEA GRANDE,21,33,0
26582,MT,VÁRZEA GRANDE,22,75663,84427
26583,MT,VÁRZEA GRANDE,27,12,0
26584,MT,VÁRZEA GRANDE,30,369,0
26585,MT,VÁRZEA GRANDE,44,1186,0
26586,MT,VÁRZEA GRANDE,80,24,0
26587,MT,ÁGUA BOA,12,162,0
26588,MT,ÁGUA BOA,13,3081,3117
26589,MT,ÁGUA BOA,14,11,0
26590,MT,ÁGUA BOA,15,190,0
26591,MT,ÁGUA BOA,16,2,0
26592,MT,ÁGUA BOA,21,3,0
26593,MT,ÁGUA BOA,22,10472,11324
26594,MT,ÁGUA BOA,27,4,0
26595,MT,ÁGUA BOA,30,29,0
26596,MT,ÁGUA BOA,44,76,0
26597,MT,ÁGUA BOA,80,2,0
26598,PA,ABAETETUBA,12,1746,0
26599,PA,ABAETETUBA,13,70766,72313
26600,PA,ABAETETUBA,14,36,0
26601,PA,ABAETETUBA,15,3081,0
26602,PA,ABAETETUBA,16,12,0
26603,PA,ABAETETUBA,21,9,0
26604,PA,ABAETETUBA,22,22267,25118
26605,PA,ABAETETUBA,27,7,0
26606,PA,ABAETETUBA,30,67,0
26607,PA,ABAETETUBA,44,301,0
26608,PA,ABAETETUBA,80,7,0
26609,PA,ABEL FIGUEIREDO,12,58,0
26610,PA,ABEL FIGUEIREDO,13,2377,2357
26611,PA,ABEL FIGUEIREDO,14,2,0
26612,PA,ABEL FIGUEIREDO,15,137,0
26613,PA,ABEL FIGUEIREDO,16,1,0
26614,PA,ABEL FIGUEIREDO,21,0,0
26615,PA,ABEL FIGUEIREDO,22,1563,1768
26616,PA,ABEL FIGUEIREDO,27,1,0
26617,PA,ABEL FIGUEIREDO,30,1,0
26618,PA,ABEL FIGUEIREDO,44,4,0
26619,PA,ABEL FIGUEIREDO,80,0,0
26620,PA,ACARÁ,12,620,0
